,fuzzer,covered_targets,time,target,covered_edges,rank,micro_benchmark
390,honggfuzz,287,720,659,3583,1,freetype2-2017-IDX36
391,eclipser,287,900,659,3418,2,freetype2-2017-IDX36
392,afl,284,420,659,2685,3,freetype2-2017-IDX36
393,entropic,251,540,659,2527,4,freetype2-2017-IDX36
394,libfuzzer,248,480,659,2186,5,freetype2-2017-IDX36
395,aflplusplus,111,60,659,1310,6,freetype2-2017-IDX36
396,aflplusplus,160,60,160,2408,1,re2-2014-12-09-IDX46
397,libfuzzer,160,60,160,2359,2,re2-2014-12-09-IDX46
398,afl,160,60,160,2312,3,re2-2014-12-09-IDX46
399,honggfuzz,160,60,160,2276,4,re2-2014-12-09-IDX46
400,entropic,160,60,160,2228,5,re2-2014-12-09-IDX46
401,eclipser,160,120,160,2332,6,re2-2014-12-09-IDX46
402,aflplusplus,20,60,20,1634,1,libjpeg-turbo-07-2017-IDX72
403,eclipser,20,60,20,1548,2,libjpeg-turbo-07-2017-IDX72
404,afl,20,60,20,1506,3,libjpeg-turbo-07-2017-IDX72
405,honggfuzz,20,60,20,1373,4,libjpeg-turbo-07-2017-IDX72
406,libfuzzer,20,60,20,1311,5,libjpeg-turbo-07-2017-IDX72
407,entropic,20,60,20,1267,6,libjpeg-turbo-07-2017-IDX72
408,aflplusplus,59,60,70,2358,1,re2-2014-12-09-IDX39
409,honggfuzz,59,60,70,2323,2,re2-2014-12-09-IDX39
410,entropic,59,60,70,2197,3,re2-2014-12-09-IDX39
411,afl,59,60,70,2182,4,re2-2014-12-09-IDX39
412,eclipser,59,60,70,2167,5,re2-2014-12-09-IDX39
413,libfuzzer,58,60,70,2395,6,re2-2014-12-09-IDX39
414,honggfuzz,127,60,127,1895,1,libpcap_fuzz_both-IDX84
415,aflplusplus,127,60,127,1818,2,libpcap_fuzz_both-IDX84
416,eclipser,127,60,127,1777,3,libpcap_fuzz_both-IDX84
417,entropic,127,120,127,1804,4,libpcap_fuzz_both-IDX84
418,libfuzzer,127,120,127,1803,5,libpcap_fuzz_both-IDX84
419,afl,127,120,127,1757,6,libpcap_fuzz_both-IDX84
420,aflplusplus,139,240,251,5595,1,libxslt_xpath-IDX50
421,eclipser,138,600,251,5947,2,libxslt_xpath-IDX50
422,entropic,137,180,251,5803,3,libxslt_xpath-IDX50
423,afl,137,420,251,5538,4,libxslt_xpath-IDX50
424,libfuzzer,137,600,251,5976,5,libxslt_xpath-IDX50
425,honggfuzz,136,360,251,5720,6,libxslt_xpath-IDX50
426,aflplusplus,28,60,28,973,1,libpng-1.2.56-IDX80
427,entropic,28,60,28,930,2,libpng-1.2.56-IDX80
428,afl,28,60,28,916,3,libpng-1.2.56-IDX80
429,eclipser,28,180,28,935,4,libpng-1.2.56-IDX80
430,honggfuzz,28,180,28,907,5,libpng-1.2.56-IDX80
431,libfuzzer,26,60,28,916,6,libpng-1.2.56-IDX80
432,aflplusplus,3732,840,5209,8307,1,sqlite3_ossfuzz-IDX94
433,libfuzzer,3637,780,5209,7809,2,sqlite3_ossfuzz-IDX94
434,eclipser,3599,900,5209,7718,3,sqlite3_ossfuzz-IDX94
435,afl,3565,900,5209,7575,4,sqlite3_ossfuzz-IDX94
436,entropic,3450,900,5209,7422,5,sqlite3_ossfuzz-IDX94
437,honggfuzz,3435,840,5209,7110,6,sqlite3_ossfuzz-IDX94
438,honggfuzz,67,120,67,2009,1,proj4-2017-08-14-IDX5
439,aflplusplus,67,300,67,2333,2,proj4-2017-08-14-IDX5
440,entropic,67,540,67,3127,3,proj4-2017-08-14-IDX5
441,libfuzzer,61,60,67,2330,4,proj4-2017-08-14-IDX5
442,eclipser,61,660,67,1341,5,proj4-2017-08-14-IDX5
443,afl,61,720,67,1403,6,proj4-2017-08-14-IDX5
444,eclipser,57,300,663,2740,1,openssl_x509-IDX5
445,afl,52,240,663,2751,2,openssl_x509-IDX5
446,aflplusplus,52,240,663,2750,3,openssl_x509-IDX5
447,libfuzzer,51,420,663,2704,4,openssl_x509-IDX5
448,entropic,50,720,663,2694,5,openssl_x509-IDX5
449,honggfuzz,36,420,663,2682,6,openssl_x509-IDX5
450,eclipser,868,780,868,9692,1,php_php-fuzz-parser-IDX18
451,afl,863,840,868,8949,2,php_php-fuzz-parser-IDX18
452,aflplusplus,861,840,868,9727,3,php_php-fuzz-parser-IDX18
453,libfuzzer,855,720,868,8626,4,php_php-fuzz-parser-IDX18
454,entropic,853,780,868,9536,5,php_php-fuzz-parser-IDX18
455,honggfuzz,849,780,868,9531,6,php_php-fuzz-parser-IDX18
456,entropic,351,300,374,9088,1,php_php-fuzz-parser-IDX17
457,honggfuzz,351,720,374,9753,2,php_php-fuzz-parser-IDX17
458,eclipser,346,840,374,9048,3,php_php-fuzz-parser-IDX17
459,afl,329,840,374,8908,4,php_php-fuzz-parser-IDX17
460,libfuzzer,290,720,374,8247,5,php_php-fuzz-parser-IDX17
461,aflplusplus,241,60,374,7495,6,php_php-fuzz-parser-IDX17
462,aflplusplus,253,360,522,5955,1,libxslt_xpath-IDX67
463,libfuzzer,233,60,522,5689,2,libxslt_xpath-IDX67
464,entropic,233,60,522,5522,3,libxslt_xpath-IDX67
465,honggfuzz,233,60,522,5413,4,libxslt_xpath-IDX67
466,afl,233,60,522,5269,5,libxslt_xpath-IDX67
467,eclipser,233,60,522,5208,6,libxslt_xpath-IDX67
468,entropic,55,420,55,1856,1,mbedtls_fuzz_dtlsclient-IDX95
469,libfuzzer,52,600,55,1673,2,mbedtls_fuzz_dtlsclient-IDX95
470,aflplusplus,31,480,55,1594,3,mbedtls_fuzz_dtlsclient-IDX95
471,afl,31,540,55,1612,4,mbedtls_fuzz_dtlsclient-IDX95
472,eclipser,29,360,55,1589,5,mbedtls_fuzz_dtlsclient-IDX95
473,honggfuzz,28,120,55,1585,6,mbedtls_fuzz_dtlsclient-IDX95
474,afl,1129,840,1189,2749,1,freetype2-2017-IDX96
475,honggfuzz,533,900,1189,3683,2,freetype2-2017-IDX96
476,eclipser,369,540,1189,2762,3,freetype2-2017-IDX96
477,aflplusplus,305,780,1189,2240,4,freetype2-2017-IDX96
478,entropic,257,360,1189,2165,5,freetype2-2017-IDX96
479,libfuzzer,247,180,1189,1949,6,freetype2-2017-IDX96
480,honggfuzz,3,60,3,4532,1,curl_curl_fuzzer_http-IDX90
481,aflplusplus,3,60,3,4506,2,curl_curl_fuzzer_http-IDX90
482,entropic,3,60,3,4465,3,curl_curl_fuzzer_http-IDX90
483,afl,3,60,3,4449,4,curl_curl_fuzzer_http-IDX90
484,eclipser,3,60,3,4398,5,curl_curl_fuzzer_http-IDX90
485,libfuzzer,3,60,3,4069,6,curl_curl_fuzzer_http-IDX90
486,aflplusplus,7,60,7,1468,1,libjpeg-turbo-07-2017-IDX79
487,honggfuzz,7,60,7,1340,2,libjpeg-turbo-07-2017-IDX79
488,afl,7,60,7,1273,3,libjpeg-turbo-07-2017-IDX79
489,entropic,7,60,7,1188,4,libjpeg-turbo-07-2017-IDX79
490,eclipser,7,60,7,1182,5,libjpeg-turbo-07-2017-IDX79
491,libfuzzer,7,60,7,1057,6,libjpeg-turbo-07-2017-IDX79
492,aflplusplus,345,600,437,5961,1,harfbuzz-1.3.2-IDX32
493,honggfuzz,325,840,437,4466,2,harfbuzz-1.3.2-IDX32
494,entropic,132,120,437,2876,3,harfbuzz-1.3.2-IDX32
495,eclipser,99,780,437,3061,4,harfbuzz-1.3.2-IDX32
496,libfuzzer,85,60,437,2803,5,harfbuzz-1.3.2-IDX32
497,afl,85,60,437,2673,6,harfbuzz-1.3.2-IDX32
498,afl,817,900,1073,4094,1,freetype2-2017-IDX77
499,honggfuzz,433,900,1073,5748,2,freetype2-2017-IDX77
500,aflplusplus,267,780,1073,4416,3,freetype2-2017-IDX77
501,eclipser,266,600,1073,3764,4,freetype2-2017-IDX77
502,entropic,255,900,1073,3600,5,freetype2-2017-IDX77
503,libfuzzer,146,660,1073,3396,6,freetype2-2017-IDX77
504,aflplusplus,331,420,332,6844,1,libxslt_xpath-IDX36
505,libfuzzer,144,60,332,5628,2,libxslt_xpath-IDX36
506,eclipser,144,60,332,5408,3,libxslt_xpath-IDX36
507,afl,144,60,332,5399,4,libxslt_xpath-IDX36
508,entropic,144,120,332,5535,5,libxslt_xpath-IDX36
509,honggfuzz,144,720,332,5758,6,libxslt_xpath-IDX36
510,afl,200,240,1189,5204,1,curl_curl_fuzzer_http-IDX40
511,entropic,200,420,1189,5186,2,curl_curl_fuzzer_http-IDX40
512,libfuzzer,200,540,1189,5198,3,curl_curl_fuzzer_http-IDX40
513,eclipser,64,720,1189,4941,4,curl_curl_fuzzer_http-IDX40
514,aflplusplus,63,120,1189,4927,5,curl_curl_fuzzer_http-IDX40
515,honggfuzz,63,120,1189,4675,6,curl_curl_fuzzer_http-IDX40
516,libfuzzer,474,240,474,2451,1,re2-2014-12-09-IDX75
517,aflplusplus,474,300,474,2437,2,re2-2014-12-09-IDX75
518,afl,474,300,474,2432,3,re2-2014-12-09-IDX75
519,honggfuzz,472,480,474,2371,4,re2-2014-12-09-IDX75
520,entropic,472,600,474,2446,5,re2-2014-12-09-IDX75
521,eclipser,466,900,474,2402,6,re2-2014-12-09-IDX75
522,afl,240,660,244,6498,1,libxml2-v2.9.2-IDX14
523,honggfuzz,239,720,244,6531,2,libxml2-v2.9.2-IDX14
524,eclipser,172,840,244,5123,3,libxml2-v2.9.2-IDX14
525,entropic,142,780,244,4995,4,libxml2-v2.9.2-IDX14
526,aflplusplus,129,660,244,4721,5,libxml2-v2.9.2-IDX14
527,libfuzzer,97,780,244,4370,6,libxml2-v2.9.2-IDX14
528,aflplusplus,126,60,130,5637,1,libxslt_xpath-IDX28
529,libfuzzer,126,60,130,5546,2,libxslt_xpath-IDX28
530,afl,126,240,130,5756,3,libxslt_xpath-IDX28
531,entropic,126,240,130,5724,4,libxslt_xpath-IDX28
532,honggfuzz,126,240,130,5705,5,libxslt_xpath-IDX28
533,eclipser,126,300,130,5739,6,libxslt_xpath-IDX28
534,libfuzzer,135,360,135,2760,1,proj4-2017-08-14-IDX65
535,entropic,135,600,135,3005,2,proj4-2017-08-14-IDX65
536,honggfuzz,135,840,135,2754,3,proj4-2017-08-14-IDX65
537,eclipser,120,420,135,2055,4,proj4-2017-08-14-IDX65
538,aflplusplus,119,300,135,1646,5,proj4-2017-08-14-IDX65
539,afl,119,720,135,1950,6,proj4-2017-08-14-IDX65
540,aflplusplus,13,60,13,1137,1,vorbis-2017-12-11-IDX46
541,entropic,13,60,13,1090,2,vorbis-2017-12-11-IDX46
542,afl,13,60,13,1089,3,vorbis-2017-12-11-IDX46
543,eclipser,13,60,13,1086,4,vorbis-2017-12-11-IDX46
544,honggfuzz,13,60,13,1084,5,vorbis-2017-12-11-IDX46
545,libfuzzer,13,60,13,1066,6,vorbis-2017-12-11-IDX46
546,libfuzzer,61,60,61,2396,1,re2-2014-12-09-IDX79
547,honggfuzz,61,60,61,2306,2,re2-2014-12-09-IDX79
548,afl,61,60,61,2237,3,re2-2014-12-09-IDX79
549,entropic,61,60,61,2223,4,re2-2014-12-09-IDX79
550,aflplusplus,61,60,61,2223,4,re2-2014-12-09-IDX79
551,eclipser,61,60,61,2202,5,re2-2014-12-09-IDX79
552,honggfuzz,157,60,157,3817,1,freetype2-2017-IDX2
553,entropic,157,120,157,3464,2,freetype2-2017-IDX2
554,eclipser,157,600,157,3950,3,freetype2-2017-IDX2
555,libfuzzer,157,840,157,3790,4,freetype2-2017-IDX2
556,aflplusplus,156,180,157,3314,5,freetype2-2017-IDX2
557,afl,156,240,157,3288,6,freetype2-2017-IDX2
558,honggfuzz,414,840,941,5617,1,freetype2-2017-IDX72
559,aflplusplus,259,900,941,4353,2,freetype2-2017-IDX72
560,eclipser,167,240,941,3490,3,freetype2-2017-IDX72
561,afl,155,600,941,2847,4,freetype2-2017-IDX72
562,entropic,142,360,941,3314,5,freetype2-2017-IDX72
563,libfuzzer,134,900,941,3282,6,freetype2-2017-IDX72
564,aflplusplus,245,900,245,2204,1,libpcap_fuzz_both-IDX33
565,afl,229,300,245,2142,2,libpcap_fuzz_both-IDX33
566,honggfuzz,229,600,245,2145,3,libpcap_fuzz_both-IDX33
567,entropic,228,720,245,2125,4,libpcap_fuzz_both-IDX33
568,libfuzzer,217,420,245,2029,5,libpcap_fuzz_both-IDX33
569,eclipser,208,240,245,1914,6,libpcap_fuzz_both-IDX33
570,libfuzzer,37,60,37,207,1,systemd_fuzz-link-parser-IDX89
571,entropic,37,60,37,198,2,systemd_fuzz-link-parser-IDX89
572,honggfuzz,37,60,37,197,3,systemd_fuzz-link-parser-IDX89
573,afl,37,180,37,211,4,systemd_fuzz-link-parser-IDX89
574,eclipser,37,720,37,227,5,systemd_fuzz-link-parser-IDX89
575,aflplusplus,1,60,37,115,6,systemd_fuzz-link-parser-IDX89
576,aflplusplus,4,60,4,1145,1,vorbis-2017-12-11-IDX60
577,honggfuzz,4,120,4,1116,2,vorbis-2017-12-11-IDX60
578,entropic,4,180,4,1108,3,vorbis-2017-12-11-IDX60
579,eclipser,4,420,4,1160,4,vorbis-2017-12-11-IDX60
580,afl,0,300,4,1059,5,vorbis-2017-12-11-IDX60
581,libfuzzer,0,900,4,1136,6,vorbis-2017-12-11-IDX60
582,aflplusplus,398,720,1376,1378,1,bloaty_fuzz_target-IDX6
583,honggfuzz,337,900,1376,1325,2,bloaty_fuzz_target-IDX6
584,eclipser,305,540,1376,1347,3,bloaty_fuzz_target-IDX6
585,libfuzzer,304,300,1376,1504,4,bloaty_fuzz_target-IDX6
586,entropic,304,360,1376,1468,5,bloaty_fuzz_target-IDX6
587,afl,299,60,1376,1043,6,bloaty_fuzz_target-IDX6
588,libfuzzer,132,420,1003,1741,1,bloaty_fuzz_target-IDX13
589,entropic,130,420,1003,1850,2,bloaty_fuzz_target-IDX13
590,afl,129,720,1003,1678,3,bloaty_fuzz_target-IDX13
591,eclipser,127,900,1003,1751,4,bloaty_fuzz_target-IDX13
592,honggfuzz,123,420,1003,1964,5,bloaty_fuzz_target-IDX13
593,aflplusplus,77,60,1003,1500,6,bloaty_fuzz_target-IDX13
594,aflplusplus,65,60,68,1817,1,mbedtls_fuzz_dtlsclient-IDX53
595,honggfuzz,65,60,68,1774,2,mbedtls_fuzz_dtlsclient-IDX53
596,eclipser,50,120,68,1625,3,mbedtls_fuzz_dtlsclient-IDX53
597,afl,50,360,68,1619,4,mbedtls_fuzz_dtlsclient-IDX53
598,entropic,9,60,68,1536,5,mbedtls_fuzz_dtlsclient-IDX53
599,libfuzzer,9,60,68,1522,6,mbedtls_fuzz_dtlsclient-IDX53
600,aflplusplus,114,60,115,1738,1,libjpeg-turbo-07-2017-IDX98
601,eclipser,114,240,115,1908,2,libjpeg-turbo-07-2017-IDX98
602,afl,114,240,115,1661,3,libjpeg-turbo-07-2017-IDX98
603,honggfuzz,112,180,115,1850,4,libjpeg-turbo-07-2017-IDX98
604,entropic,112,240,115,1773,5,libjpeg-turbo-07-2017-IDX98
605,libfuzzer,111,60,115,1498,6,libjpeg-turbo-07-2017-IDX98
606,libfuzzer,203,60,203,6842,1,libxslt_xpath-IDX89
607,entropic,203,60,203,6669,2,libxslt_xpath-IDX89
608,aflplusplus,203,60,203,6435,3,libxslt_xpath-IDX89
609,afl,203,60,203,6239,4,libxslt_xpath-IDX89
610,honggfuzz,203,60,203,6164,5,libxslt_xpath-IDX89
611,eclipser,203,60,203,6020,6,libxslt_xpath-IDX89
612,eclipser,3571,900,5351,8071,1,sqlite3_ossfuzz-IDX53
613,afl,3428,900,5351,7958,2,sqlite3_ossfuzz-IDX53
614,entropic,3230,900,5351,7522,3,sqlite3_ossfuzz-IDX53
615,libfuzzer,3225,840,5351,7563,4,sqlite3_ossfuzz-IDX53
616,honggfuzz,3207,840,5351,7346,5,sqlite3_ossfuzz-IDX53
617,aflplusplus,3177,900,5351,7429,6,sqlite3_ossfuzz-IDX53
618,honggfuzz,363,60,363,8969,1,php_php-fuzz-parser-IDX6
619,libfuzzer,363,120,363,9153,2,php_php-fuzz-parser-IDX6
620,entropic,363,120,363,8829,3,php_php-fuzz-parser-IDX6
621,afl,363,540,363,10052,4,php_php-fuzz-parser-IDX6
622,eclipser,362,540,363,9345,5,php_php-fuzz-parser-IDX6
623,aflplusplus,302,60,363,7948,6,php_php-fuzz-parser-IDX6
624,libfuzzer,357,60,357,5656,1,libxslt_xpath-IDX27
625,entropic,357,60,357,5578,2,libxslt_xpath-IDX27
626,honggfuzz,357,60,357,5389,3,libxslt_xpath-IDX27
627,afl,357,60,357,5198,4,libxslt_xpath-IDX27
628,aflplusplus,357,120,357,5622,5,libxslt_xpath-IDX27
629,eclipser,357,180,357,5674,6,libxslt_xpath-IDX27
630,honggfuzz,190,660,297,3846,1,harfbuzz-1.3.2-IDX40
631,aflplusplus,35,120,297,3053,2,harfbuzz-1.3.2-IDX40
632,eclipser,17,240,297,2987,3,harfbuzz-1.3.2-IDX40
633,entropic,8,60,297,2616,4,harfbuzz-1.3.2-IDX40
634,libfuzzer,2,60,297,2736,5,harfbuzz-1.3.2-IDX40
635,afl,2,60,297,2644,6,harfbuzz-1.3.2-IDX40
636,afl,11,60,34,141,1,systemd_fuzz-link-parser-IDX39
637,eclipser,11,60,34,139,2,systemd_fuzz-link-parser-IDX39
638,aflplusplus,11,60,34,137,3,systemd_fuzz-link-parser-IDX39
639,honggfuzz,11,60,34,136,4,systemd_fuzz-link-parser-IDX39
640,libfuzzer,11,60,34,136,4,systemd_fuzz-link-parser-IDX39
641,entropic,11,60,34,135,5,systemd_fuzz-link-parser-IDX39
642,afl,38,840,45,2298,1,mbedtls_fuzz_dtlsclient-IDX69
643,honggfuzz,27,660,45,2246,2,mbedtls_fuzz_dtlsclient-IDX69
644,entropic,21,660,45,2284,3,mbedtls_fuzz_dtlsclient-IDX69
645,eclipser,18,720,45,2266,4,mbedtls_fuzz_dtlsclient-IDX69
646,aflplusplus,17,60,45,2227,5,mbedtls_fuzz_dtlsclient-IDX69
647,libfuzzer,16,360,45,2229,6,mbedtls_fuzz_dtlsclient-IDX69
648,honggfuzz,1016,900,1255,4426,1,freetype2-2017-IDX88
649,aflplusplus,442,900,1255,3841,2,freetype2-2017-IDX88
650,afl,379,600,1255,2140,3,freetype2-2017-IDX88
651,eclipser,319,900,1255,2995,4,freetype2-2017-IDX88
652,libfuzzer,292,780,1255,2115,5,freetype2-2017-IDX88
653,entropic,283,540,1255,1988,6,freetype2-2017-IDX88
654,aflplusplus,325,540,325,2115,1,libpcap_fuzz_both-IDX68
655,libfuzzer,302,660,325,2020,2,libpcap_fuzz_both-IDX68
656,afl,94,60,325,1470,3,libpcap_fuzz_both-IDX68
657,entropic,94,120,325,1524,4,libpcap_fuzz_both-IDX68
658,honggfuzz,94,120,325,1517,5,libpcap_fuzz_both-IDX68
659,eclipser,27,60,325,1133,6,libpcap_fuzz_both-IDX68
660,libfuzzer,95,120,136,3949,1,bloaty_fuzz_target-IDX20
661,entropic,95,840,136,4463,2,bloaty_fuzz_target-IDX20
662,eclipser,18,240,136,4198,3,bloaty_fuzz_target-IDX20
663,afl,7,60,136,3887,4,bloaty_fuzz_target-IDX20
664,aflplusplus,7,60,136,3837,5,bloaty_fuzz_target-IDX20
665,honggfuzz,7,60,136,2734,6,bloaty_fuzz_target-IDX20
666,entropic,76,360,229,1781,1,bloaty_fuzz_target-IDX26
667,honggfuzz,74,900,229,1904,2,bloaty_fuzz_target-IDX26
668,libfuzzer,72,720,229,1847,3,bloaty_fuzz_target-IDX26
669,aflplusplus,51,60,229,1543,4,bloaty_fuzz_target-IDX26
670,afl,49,60,229,1532,5,bloaty_fuzz_target-IDX26
671,eclipser,39,60,229,1488,6,bloaty_fuzz_target-IDX26
672,aflplusplus,6,60,6,1814,1,mbedtls_fuzz_dtlsclient-IDX26
673,afl,6,60,6,1778,2,mbedtls_fuzz_dtlsclient-IDX26
674,eclipser,6,60,6,1774,3,mbedtls_fuzz_dtlsclient-IDX26
675,honggfuzz,6,120,6,1793,4,mbedtls_fuzz_dtlsclient-IDX26
676,entropic,6,240,6,1808,5,mbedtls_fuzz_dtlsclient-IDX26
677,libfuzzer,4,60,6,1692,6,mbedtls_fuzz_dtlsclient-IDX26
678,aflplusplus,121,900,150,4329,1,harfbuzz-1.3.2-IDX56
679,honggfuzz,58,720,150,3447,2,harfbuzz-1.3.2-IDX56
680,eclipser,30,180,150,2993,3,harfbuzz-1.3.2-IDX56
681,afl,28,60,150,2769,4,harfbuzz-1.3.2-IDX56
682,libfuzzer,28,60,150,2764,5,harfbuzz-1.3.2-IDX56
683,entropic,28,60,150,2719,6,harfbuzz-1.3.2-IDX56
684,entropic,154,180,154,2023,1,openthread-2019-12-23-IDX15
685,libfuzzer,154,180,154,1961,2,openthread-2019-12-23-IDX15
686,aflplusplus,154,240,154,2104,3,openthread-2019-12-23-IDX15
687,eclipser,149,900,154,1892,4,openthread-2019-12-23-IDX15
688,afl,146,240,154,1848,5,openthread-2019-12-23-IDX15
689,honggfuzz,146,600,154,1842,6,openthread-2019-12-23-IDX15
690,honggfuzz,525,540,525,5023,1,curl_curl_fuzzer_http-IDX8
691,afl,504,360,525,4726,2,curl_curl_fuzzer_http-IDX8
692,entropic,490,120,525,4495,3,curl_curl_fuzzer_http-IDX8
693,eclipser,490,720,525,4705,4,curl_curl_fuzzer_http-IDX8
694,libfuzzer,240,720,525,4346,5,curl_curl_fuzzer_http-IDX8
695,aflplusplus,237,120,525,4468,6,curl_curl_fuzzer_http-IDX8
696,aflplusplus,63,720,66,2197,1,libpcap_fuzz_both-IDX77
697,entropic,62,540,66,2100,2,libpcap_fuzz_both-IDX77
698,afl,62,660,66,2086,3,libpcap_fuzz_both-IDX77
699,eclipser,61,360,66,2055,4,libpcap_fuzz_both-IDX77
700,honggfuzz,61,840,66,2149,5,libpcap_fuzz_both-IDX77
701,libfuzzer,55,900,66,2047,6,libpcap_fuzz_both-IDX77
702,libfuzzer,996,900,1004,10492,1,php_php-fuzz-parser-IDX86
703,eclipser,992,840,1004,10605,2,php_php-fuzz-parser-IDX86
704,honggfuzz,975,840,1004,10003,3,php_php-fuzz-parser-IDX86
705,afl,973,900,1004,10108,4,php_php-fuzz-parser-IDX86
706,entropic,944,900,1004,10310,5,php_php-fuzz-parser-IDX86
707,aflplusplus,901,900,1004,9994,6,php_php-fuzz-parser-IDX86
708,entropic,83,120,83,2483,1,proj4-2017-08-14-IDX18
709,libfuzzer,83,300,83,2960,2,proj4-2017-08-14-IDX18
710,aflplusplus,83,720,83,2570,3,proj4-2017-08-14-IDX18
711,honggfuzz,82,900,83,3189,4,proj4-2017-08-14-IDX18
712,eclipser,74,840,83,2177,5,proj4-2017-08-14-IDX18
713,afl,73,60,83,1548,6,proj4-2017-08-14-IDX18
714,entropic,690,840,1051,9832,1,php_php-fuzz-parser-IDX57
715,eclipser,686,720,1051,9200,2,php_php-fuzz-parser-IDX57
716,afl,679,900,1051,10070,3,php_php-fuzz-parser-IDX57
717,aflplusplus,658,720,1051,8408,4,php_php-fuzz-parser-IDX57
718,libfuzzer,601,240,1051,8392,5,php_php-fuzz-parser-IDX57
719,honggfuzz,601,540,1051,9353,6,php_php-fuzz-parser-IDX57
720,libfuzzer,196,60,196,8701,1,php_php-fuzz-parser-IDX98
721,honggfuzz,196,60,196,8244,2,php_php-fuzz-parser-IDX98
722,entropic,196,60,196,7882,3,php_php-fuzz-parser-IDX98
723,aflplusplus,196,180,196,8822,4,php_php-fuzz-parser-IDX98
724,afl,196,240,196,8903,5,php_php-fuzz-parser-IDX98
725,eclipser,196,720,196,9521,6,php_php-fuzz-parser-IDX98
726,aflplusplus,29,540,29,1936,1,libpcap_fuzz_both-IDX30
727,libfuzzer,26,60,29,1840,2,libpcap_fuzz_both-IDX30
728,honggfuzz,26,60,29,1836,3,libpcap_fuzz_both-IDX30
729,entropic,26,60,29,1834,4,libpcap_fuzz_both-IDX30
730,afl,26,60,29,1832,5,libpcap_fuzz_both-IDX30
731,eclipser,26,60,29,1828,6,libpcap_fuzz_both-IDX30
732,aflplusplus,222,600,622,4403,1,freetype2-2017-IDX25
733,afl,174,840,622,3060,2,freetype2-2017-IDX25
734,honggfuzz,170,780,622,3877,3,freetype2-2017-IDX25
735,eclipser,140,240,622,2400,4,freetype2-2017-IDX25
736,entropic,134,60,622,2065,5,freetype2-2017-IDX25
737,libfuzzer,134,180,622,2231,6,freetype2-2017-IDX25
738,eclipser,498,360,498,5812,1,libxml2-v2.9.2-IDX61
739,afl,498,360,498,5071,2,libxml2-v2.9.2-IDX61
740,aflplusplus,498,420,498,5556,3,libxml2-v2.9.2-IDX61
741,honggfuzz,497,360,498,5630,4,libxml2-v2.9.2-IDX61
742,libfuzzer,491,720,498,4922,5,libxml2-v2.9.2-IDX61
743,entropic,490,180,498,4840,6,libxml2-v2.9.2-IDX61
744,honggfuzz,184,840,1160,1852,1,bloaty_fuzz_target-IDX86
745,eclipser,179,900,1160,1888,2,bloaty_fuzz_target-IDX86
746,entropic,169,600,1160,2011,3,bloaty_fuzz_target-IDX86
747,libfuzzer,140,180,1160,1673,4,bloaty_fuzz_target-IDX86
748,afl,138,420,1160,1597,5,bloaty_fuzz_target-IDX86
749,aflplusplus,107,60,1160,1519,6,bloaty_fuzz_target-IDX86
750,entropic,250,60,250,4593,1,libxml2-v2.9.2-IDX0
751,honggfuzz,250,120,250,5592,2,libxml2-v2.9.2-IDX0
752,afl,250,120,250,4838,3,libxml2-v2.9.2-IDX0
753,eclipser,250,120,250,4534,4,libxml2-v2.9.2-IDX0
754,libfuzzer,250,240,250,4545,5,libxml2-v2.9.2-IDX0
755,aflplusplus,250,540,250,4874,6,libxml2-v2.9.2-IDX0
756,entropic,120,60,120,2116,1,proj4-2017-08-14-IDX24
757,libfuzzer,120,60,120,2050,2,proj4-2017-08-14-IDX24
758,aflplusplus,120,60,120,1619,3,proj4-2017-08-14-IDX24
759,afl,120,60,120,912,4,proj4-2017-08-14-IDX24
760,eclipser,120,60,120,896,5,proj4-2017-08-14-IDX24
761,honggfuzz,120,120,120,2273,6,proj4-2017-08-14-IDX24
762,entropic,20,60,20,2072,1,proj4-2017-08-14-IDX66
763,libfuzzer,20,60,20,1537,2,proj4-2017-08-14-IDX66
764,honggfuzz,20,480,20,2830,3,proj4-2017-08-14-IDX66
765,aflplusplus,20,600,20,1956,4,proj4-2017-08-14-IDX66
766,eclipser,17,240,20,2120,5,proj4-2017-08-14-IDX66
767,afl,16,240,20,1985,6,proj4-2017-08-14-IDX66
768,honggfuzz,292,120,292,5225,1,libxml2-v2.9.2-IDX7
769,aflplusplus,292,360,292,5386,2,libxml2-v2.9.2-IDX7
770,eclipser,292,540,292,6330,3,libxml2-v2.9.2-IDX7
771,afl,292,660,292,5608,4,libxml2-v2.9.2-IDX7
772,entropic,282,540,292,5137,5,libxml2-v2.9.2-IDX7
773,libfuzzer,242,240,292,4512,6,libxml2-v2.9.2-IDX7
774,honggfuzz,961,900,1646,9815,1,php_php-fuzz-parser-IDX70
775,entropic,930,900,1646,9039,2,php_php-fuzz-parser-IDX70
776,afl,929,900,1646,9462,3,php_php-fuzz-parser-IDX70
777,eclipser,844,720,1646,8307,4,php_php-fuzz-parser-IDX70
778,libfuzzer,834,840,1646,8202,5,php_php-fuzz-parser-IDX70
779,aflplusplus,813,900,1646,8302,6,php_php-fuzz-parser-IDX70
780,afl,15,60,15,1576,1,libjpeg-turbo-07-2017-IDX51
781,aflplusplus,15,60,15,1566,2,libjpeg-turbo-07-2017-IDX51
782,eclipser,15,60,15,1518,3,libjpeg-turbo-07-2017-IDX51
783,honggfuzz,15,60,15,1479,4,libjpeg-turbo-07-2017-IDX51
