,fuzzer,coverage,time,rank,micro_benchmark
455,honggfuzz,849,780,6,php_php-fuzz-parser-IDX18
456,entropic,351,300,1,php_php-fuzz-parser-IDX17
457,honggfuzz,351,720,2,php_php-fuzz-parser-IDX17
458,eclipser,346,840,3,php_php-fuzz-parser-IDX17
459,afl,329,840,4,php_php-fuzz-parser-IDX17
460,libfuzzer,290,720,5,php_php-fuzz-parser-IDX17
461,aflplusplus,241,60,6,php_php-fuzz-parser-IDX17
462,aflplusplus,253,360,1,libxslt_xpath-IDX67
463,honggfuzz,233,60,2,libxslt_xpath-IDX67
464,entropic,233,60,2,libxslt_xpath-IDX67
465,afl,233,60,2,libxslt_xpath-IDX67
466,eclipser,233,60,2,libxslt_xpath-IDX67
467,libfuzzer,233,60,2,libxslt_xpath-IDX67
468,entropic,55,420,1,mbedtls_fuzz_dtlsclient-IDX95
469,libfuzzer,52,600,2,mbedtls_fuzz_dtlsclient-IDX95
470,aflplusplus,31,480,3,mbedtls_fuzz_dtlsclient-IDX95
471,afl,31,540,4,mbedtls_fuzz_dtlsclient-IDX95
472,eclipser,29,360,5,mbedtls_fuzz_dtlsclient-IDX95
473,honggfuzz,28,120,6,mbedtls_fuzz_dtlsclient-IDX95
474,afl,1129,840,1,freetype2-2017-IDX96
475,honggfuzz,533,900,2,freetype2-2017-IDX96
476,eclipser,369,540,3,freetype2-2017-IDX96
477,aflplusplus,305,780,4,freetype2-2017-IDX96
478,entropic,257,360,5,freetype2-2017-IDX96
479,libfuzzer,247,180,6,freetype2-2017-IDX96
480,entropic,3,60,1,curl_curl_fuzzer_http-IDX90
481,honggfuzz,3,60,1,curl_curl_fuzzer_http-IDX90
482,afl,3,60,1,curl_curl_fuzzer_http-IDX90
483,aflplusplus,3,60,1,curl_curl_fuzzer_http-IDX90
484,libfuzzer,3,60,1,curl_curl_fuzzer_http-IDX90
485,eclipser,3,60,1,curl_curl_fuzzer_http-IDX90
486,honggfuzz,7,60,1,libjpeg-turbo-07-2017-IDX79
487,libfuzzer,7,60,1,libjpeg-turbo-07-2017-IDX79
488,eclipser,7,60,1,libjpeg-turbo-07-2017-IDX79
489,afl,7,60,1,libjpeg-turbo-07-2017-IDX79
490,aflplusplus,7,60,1,libjpeg-turbo-07-2017-IDX79
491,entropic,7,60,1,libjpeg-turbo-07-2017-IDX79
492,aflplusplus,345,600,1,harfbuzz-1.3.2-IDX32
493,honggfuzz,325,840,2,harfbuzz-1.3.2-IDX32
494,entropic,132,120,3,harfbuzz-1.3.2-IDX32
495,eclipser,99,780,4,harfbuzz-1.3.2-IDX32
496,afl,85,60,5,harfbuzz-1.3.2-IDX32
497,libfuzzer,85,60,5,harfbuzz-1.3.2-IDX32
498,afl,817,900,1,freetype2-2017-IDX77
499,honggfuzz,433,900,2,freetype2-2017-IDX77
500,aflplusplus,267,780,3,freetype2-2017-IDX77
501,eclipser,266,600,4,freetype2-2017-IDX77
502,entropic,255,900,5,freetype2-2017-IDX77
503,libfuzzer,146,660,6,freetype2-2017-IDX77
504,aflplusplus,331,420,1,libxslt_xpath-IDX36
505,afl,144,60,2,libxslt_xpath-IDX36
506,libfuzzer,144,60,2,libxslt_xpath-IDX36
507,eclipser,144,60,2,libxslt_xpath-IDX36
508,entropic,144,120,3,libxslt_xpath-IDX36
509,honggfuzz,144,720,4,libxslt_xpath-IDX36
510,afl,200,240,1,curl_curl_fuzzer_http-IDX40
511,entropic,200,420,2,curl_curl_fuzzer_http-IDX40
512,libfuzzer,200,540,3,curl_curl_fuzzer_http-IDX40
513,eclipser,64,720,4,curl_curl_fuzzer_http-IDX40
514,honggfuzz,63,120,5,curl_curl_fuzzer_http-IDX40
515,aflplusplus,63,120,5,curl_curl_fuzzer_http-IDX40
516,libfuzzer,474,240,1,re2-2014-12-09-IDX75
517,afl,474,300,2,re2-2014-12-09-IDX75
518,aflplusplus,474,300,2,re2-2014-12-09-IDX75
519,honggfuzz,472,480,3,re2-2014-12-09-IDX75
520,entropic,472,600,4,re2-2014-12-09-IDX75
521,eclipser,466,900,5,re2-2014-12-09-IDX75
522,afl,240,660,1,libxml2-v2.9.2-IDX14
523,honggfuzz,239,720,2,libxml2-v2.9.2-IDX14
524,eclipser,172,840,3,libxml2-v2.9.2-IDX14
525,entropic,142,780,4,libxml2-v2.9.2-IDX14
526,aflplusplus,129,660,5,libxml2-v2.9.2-IDX14
527,libfuzzer,97,780,6,libxml2-v2.9.2-IDX14
528,aflplusplus,126,60,1,libxslt_xpath-IDX28
529,libfuzzer,126,60,1,libxslt_xpath-IDX28
530,afl,126,240,2,libxslt_xpath-IDX28
531,honggfuzz,126,240,2,libxslt_xpath-IDX28
532,entropic,126,240,2,libxslt_xpath-IDX28
533,eclipser,126,300,3,libxslt_xpath-IDX28
534,libfuzzer,135,360,1,proj4-2017-08-14-IDX65
535,entropic,135,600,2,proj4-2017-08-14-IDX65
536,honggfuzz,135,840,3,proj4-2017-08-14-IDX65
537,eclipser,120,420,4,proj4-2017-08-14-IDX65
538,aflplusplus,119,300,5,proj4-2017-08-14-IDX65
539,afl,119,720,6,proj4-2017-08-14-IDX65
540,entropic,13,60,1,vorbis-2017-12-11-IDX46
541,honggfuzz,13,60,1,vorbis-2017-12-11-IDX46
542,afl,13,60,1,vorbis-2017-12-11-IDX46
543,aflplusplus,13,60,1,vorbis-2017-12-11-IDX46
544,libfuzzer,13,60,1,vorbis-2017-12-11-IDX46
545,eclipser,13,60,1,vorbis-2017-12-11-IDX46
546,entropic,61,60,1,re2-2014-12-09-IDX79
547,afl,61,60,1,re2-2014-12-09-IDX79
548,honggfuzz,61,60,1,re2-2014-12-09-IDX79
549,aflplusplus,61,60,1,re2-2014-12-09-IDX79
550,libfuzzer,61,60,1,re2-2014-12-09-IDX79
551,eclipser,61,60,1,re2-2014-12-09-IDX79
552,honggfuzz,157,60,1,freetype2-2017-IDX2
553,entropic,157,120,2,freetype2-2017-IDX2
554,eclipser,157,600,3,freetype2-2017-IDX2
555,libfuzzer,157,840,4,freetype2-2017-IDX2
556,aflplusplus,156,180,5,freetype2-2017-IDX2
557,afl,156,240,6,freetype2-2017-IDX2
558,honggfuzz,414,840,1,freetype2-2017-IDX72
559,aflplusplus,259,900,2,freetype2-2017-IDX72
560,eclipser,167,240,3,freetype2-2017-IDX72
561,afl,155,600,4,freetype2-2017-IDX72
562,entropic,142,360,5,freetype2-2017-IDX72
563,libfuzzer,134,900,6,freetype2-2017-IDX72
564,aflplusplus,245,900,1,libpcap_fuzz_both-IDX33
565,afl,229,300,2,libpcap_fuzz_both-IDX33
566,honggfuzz,229,600,3,libpcap_fuzz_both-IDX33
567,entropic,228,720,4,libpcap_fuzz_both-IDX33
568,libfuzzer,217,420,5,libpcap_fuzz_both-IDX33
569,eclipser,208,240,6,libpcap_fuzz_both-IDX33
570,libfuzzer,37,60,1,systemd_fuzz-link-parser-IDX89
571,entropic,37,60,1,systemd_fuzz-link-parser-IDX89
572,honggfuzz,37,60,1,systemd_fuzz-link-parser-IDX89
573,afl,37,180,2,systemd_fuzz-link-parser-IDX89
574,eclipser,37,720,3,systemd_fuzz-link-parser-IDX89
575,aflplusplus,1,60,4,systemd_fuzz-link-parser-IDX89
576,aflplusplus,4,60,1,vorbis-2017-12-11-IDX60
577,honggfuzz,4,120,2,vorbis-2017-12-11-IDX60
578,entropic,4,180,3,vorbis-2017-12-11-IDX60
579,eclipser,4,420,4,vorbis-2017-12-11-IDX60
580,afl,0,300,5,vorbis-2017-12-11-IDX60
581,libfuzzer,0,900,6,vorbis-2017-12-11-IDX60
582,aflplusplus,398,720,1,bloaty_fuzz_target-IDX6
583,honggfuzz,337,900,2,bloaty_fuzz_target-IDX6
584,eclipser,305,540,3,bloaty_fuzz_target-IDX6
585,libfuzzer,304,300,4,bloaty_fuzz_target-IDX6
586,entropic,304,360,5,bloaty_fuzz_target-IDX6
587,afl,299,60,6,bloaty_fuzz_target-IDX6
588,libfuzzer,132,420,1,bloaty_fuzz_target-IDX13
589,entropic,130,420,2,bloaty_fuzz_target-IDX13
590,afl,129,720,3,bloaty_fuzz_target-IDX13
591,eclipser,127,900,4,bloaty_fuzz_target-IDX13
592,honggfuzz,123,420,5,bloaty_fuzz_target-IDX13
593,aflplusplus,77,60,6,bloaty_fuzz_target-IDX13
594,aflplusplus,65,60,1,mbedtls_fuzz_dtlsclient-IDX53
595,honggfuzz,65,60,1,mbedtls_fuzz_dtlsclient-IDX53
596,eclipser,50,120,2,mbedtls_fuzz_dtlsclient-IDX53
597,afl,50,360,3,mbedtls_fuzz_dtlsclient-IDX53
598,libfuzzer,9,60,4,mbedtls_fuzz_dtlsclient-IDX53
599,entropic,9,60,4,mbedtls_fuzz_dtlsclient-IDX53
600,aflplusplus,114,60,1,libjpeg-turbo-07-2017-IDX98
601,eclipser,114,240,2,libjpeg-turbo-07-2017-IDX98
602,afl,114,240,2,libjpeg-turbo-07-2017-IDX98
603,honggfuzz,112,180,3,libjpeg-turbo-07-2017-IDX98
604,entropic,112,240,4,libjpeg-turbo-07-2017-IDX98
605,libfuzzer,111,60,5,libjpeg-turbo-07-2017-IDX98
606,libfuzzer,203,60,1,libxslt_xpath-IDX89
607,entropic,203,60,1,libxslt_xpath-IDX89
608,afl,203,60,1,libxslt_xpath-IDX89
609,eclipser,203,60,1,libxslt_xpath-IDX89
610,honggfuzz,203,60,1,libxslt_xpath-IDX89
611,aflplusplus,203,60,1,libxslt_xpath-IDX89
612,eclipser,3571,900,1,sqlite3_ossfuzz-IDX53
613,afl,3428,900,2,sqlite3_ossfuzz-IDX53
614,entropic,3230,900,3,sqlite3_ossfuzz-IDX53
615,libfuzzer,3225,840,4,sqlite3_ossfuzz-IDX53
616,honggfuzz,3207,840,5,sqlite3_ossfuzz-IDX53
617,aflplusplus,3177,900,6,sqlite3_ossfuzz-IDX53
618,honggfuzz,363,60,1,php_php-fuzz-parser-IDX6
619,entropic,363,120,2,php_php-fuzz-parser-IDX6
620,libfuzzer,363,120,2,php_php-fuzz-parser-IDX6
621,afl,363,540,3,php_php-fuzz-parser-IDX6
622,eclipser,362,540,4,php_php-fuzz-parser-IDX6
623,aflplusplus,302,60,5,php_php-fuzz-parser-IDX6
624,honggfuzz,357,60,1,libxslt_xpath-IDX27
625,libfuzzer,357,60,1,libxslt_xpath-IDX27
626,afl,357,60,1,libxslt_xpath-IDX27
627,entropic,357,60,1,libxslt_xpath-IDX27
628,aflplusplus,357,120,2,libxslt_xpath-IDX27
629,eclipser,357,180,3,libxslt_xpath-IDX27
630,honggfuzz,190,660,1,harfbuzz-1.3.2-IDX40
631,aflplusplus,35,120,2,harfbuzz-1.3.2-IDX40
632,eclipser,17,240,3,harfbuzz-1.3.2-IDX40
633,entropic,8,60,4,harfbuzz-1.3.2-IDX40
634,afl,2,60,5,harfbuzz-1.3.2-IDX40
635,libfuzzer,2,60,5,harfbuzz-1.3.2-IDX40
636,aflplusplus,11,60,1,systemd_fuzz-link-parser-IDX39
637,eclipser,11,60,1,systemd_fuzz-link-parser-IDX39
638,honggfuzz,11,60,1,systemd_fuzz-link-parser-IDX39
639,entropic,11,60,1,systemd_fuzz-link-parser-IDX39
640,libfuzzer,11,60,1,systemd_fuzz-link-parser-IDX39
641,afl,11,60,1,systemd_fuzz-link-parser-IDX39
642,afl,38,840,1,mbedtls_fuzz_dtlsclient-IDX69
643,honggfuzz,27,660,2,mbedtls_fuzz_dtlsclient-IDX69
644,entropic,21,660,3,mbedtls_fuzz_dtlsclient-IDX69
645,eclipser,18,720,4,mbedtls_fuzz_dtlsclient-IDX69
646,aflplusplus,17,60,5,mbedtls_fuzz_dtlsclient-IDX69
647,libfuzzer,16,360,6,mbedtls_fuzz_dtlsclient-IDX69
648,honggfuzz,1016,900,1,freetype2-2017-IDX88
649,aflplusplus,442,900,2,freetype2-2017-IDX88
650,afl,379,600,3,freetype2-2017-IDX88
651,eclipser,319,900,4,freetype2-2017-IDX88
652,libfuzzer,292,780,5,freetype2-2017-IDX88
653,entropic,283,540,6,freetype2-2017-IDX88
654,aflplusplus,325,540,1,libpcap_fuzz_both-IDX68
655,libfuzzer,302,660,2,libpcap_fuzz_both-IDX68
656,afl,94,60,3,libpcap_fuzz_both-IDX68
657,honggfuzz,94,120,4,libpcap_fuzz_both-IDX68
658,entropic,94,120,4,libpcap_fuzz_both-IDX68
659,eclipser,27,60,5,libpcap_fuzz_both-IDX68
660,libfuzzer,95,120,1,bloaty_fuzz_target-IDX20
661,entropic,95,840,2,bloaty_fuzz_target-IDX20
662,eclipser,18,240,3,bloaty_fuzz_target-IDX20
663,aflplusplus,7,60,4,bloaty_fuzz_target-IDX20
664,honggfuzz,7,60,4,bloaty_fuzz_target-IDX20
665,afl,7,60,4,bloaty_fuzz_target-IDX20
666,entropic,76,360,1,bloaty_fuzz_target-IDX26
667,honggfuzz,74,900,2,bloaty_fuzz_target-IDX26
668,libfuzzer,72,720,3,bloaty_fuzz_target-IDX26
669,aflplusplus,51,60,4,bloaty_fuzz_target-IDX26
670,afl,49,60,5,bloaty_fuzz_target-IDX26
671,eclipser,39,60,6,bloaty_fuzz_target-IDX26
672,eclipser,6,60,1,mbedtls_fuzz_dtlsclient-IDX26
673,afl,6,60,1,mbedtls_fuzz_dtlsclient-IDX26
674,aflplusplus,6,60,1,mbedtls_fuzz_dtlsclient-IDX26
675,honggfuzz,6,120,2,mbedtls_fuzz_dtlsclient-IDX26
676,entropic,6,240,3,mbedtls_fuzz_dtlsclient-IDX26
677,libfuzzer,4,60,4,mbedtls_fuzz_dtlsclient-IDX26
678,aflplusplus,121,900,1,harfbuzz-1.3.2-IDX56
679,honggfuzz,58,720,2,harfbuzz-1.3.2-IDX56
680,eclipser,30,180,3,harfbuzz-1.3.2-IDX56
681,libfuzzer,28,60,4,harfbuzz-1.3.2-IDX56
682,entropic,28,60,4,harfbuzz-1.3.2-IDX56
683,afl,28,60,4,harfbuzz-1.3.2-IDX56
684,entropic,154,180,1,openthread-2019-12-23-IDX15
685,libfuzzer,154,180,1,openthread-2019-12-23-IDX15
686,aflplusplus,154,240,2,openthread-2019-12-23-IDX15
687,eclipser,149,900,3,openthread-2019-12-23-IDX15
688,afl,146,240,4,openthread-2019-12-23-IDX15
689,honggfuzz,146,600,5,openthread-2019-12-23-IDX15
690,honggfuzz,525,540,1,curl_curl_fuzzer_http-IDX8
691,afl,504,360,2,curl_curl_fuzzer_http-IDX8
692,entropic,490,120,3,curl_curl_fuzzer_http-IDX8
693,eclipser,490,720,4,curl_curl_fuzzer_http-IDX8
694,libfuzzer,240,720,5,curl_curl_fuzzer_http-IDX8
695,aflplusplus,237,120,6,curl_curl_fuzzer_http-IDX8
696,aflplusplus,63,720,1,libpcap_fuzz_both-IDX77
697,entropic,62,540,2,libpcap_fuzz_both-IDX77
698,afl,62,660,3,libpcap_fuzz_both-IDX77
699,eclipser,61,360,4,libpcap_fuzz_both-IDX77
700,honggfuzz,61,840,5,libpcap_fuzz_both-IDX77
701,libfuzzer,55,900,6,libpcap_fuzz_both-IDX77
702,libfuzzer,996,900,1,php_php-fuzz-parser-IDX86
703,eclipser,992,840,2,php_php-fuzz-parser-IDX86
704,honggfuzz,975,840,3,php_php-fuzz-parser-IDX86
705,afl,973,900,4,php_php-fuzz-parser-IDX86
706,entropic,944,900,5,php_php-fuzz-parser-IDX86
707,aflplusplus,901,900,6,php_php-fuzz-parser-IDX86
708,entropic,83,120,1,proj4-2017-08-14-IDX18
709,libfuzzer,83,300,2,proj4-2017-08-14-IDX18
710,aflplusplus,83,720,3,proj4-2017-08-14-IDX18
711,honggfuzz,82,900,4,proj4-2017-08-14-IDX18
712,eclipser,74,840,5,proj4-2017-08-14-IDX18
713,afl,73,60,6,proj4-2017-08-14-IDX18
714,entropic,690,840,1,php_php-fuzz-parser-IDX57
715,eclipser,686,720,2,php_php-fuzz-parser-IDX57
716,afl,679,900,3,php_php-fuzz-parser-IDX57
717,aflplusplus,658,720,4,php_php-fuzz-parser-IDX57
718,libfuzzer,601,240,5,php_php-fuzz-parser-IDX57
719,honggfuzz,601,540,6,php_php-fuzz-parser-IDX57
720,libfuzzer,196,60,1,php_php-fuzz-parser-IDX98
721,entropic,196,60,1,php_php-fuzz-parser-IDX98
722,honggfuzz,196,60,1,php_php-fuzz-parser-IDX98
723,aflplusplus,196,180,2,php_php-fuzz-parser-IDX98
724,afl,196,240,3,php_php-fuzz-parser-IDX98
725,eclipser,196,720,4,php_php-fuzz-parser-IDX98
726,aflplusplus,29,540,1,libpcap_fuzz_both-IDX30
727,libfuzzer,26,60,2,libpcap_fuzz_both-IDX30
728,afl,26,60,2,libpcap_fuzz_both-IDX30
729,eclipser,26,60,2,libpcap_fuzz_both-IDX30
730,entropic,26,60,2,libpcap_fuzz_both-IDX30
731,honggfuzz,26,60,2,libpcap_fuzz_both-IDX30
732,aflplusplus,222,600,1,freetype2-2017-IDX25
733,afl,174,840,2,freetype2-2017-IDX25
734,honggfuzz,170,780,3,freetype2-2017-IDX25
735,eclipser,140,240,4,freetype2-2017-IDX25
736,entropic,134,60,5,freetype2-2017-IDX25
737,libfuzzer,134,180,6,freetype2-2017-IDX25
738,afl,498,360,1,libxml2-v2.9.2-IDX61
739,eclipser,498,360,1,libxml2-v2.9.2-IDX61
740,aflplusplus,498,420,2,libxml2-v2.9.2-IDX61
741,honggfuzz,497,360,3,libxml2-v2.9.2-IDX61
742,libfuzzer,491,720,4,libxml2-v2.9.2-IDX61
743,entropic,490,180,5,libxml2-v2.9.2-IDX61
744,honggfuzz,184,840,1,bloaty_fuzz_target-IDX86
745,eclipser,179,900,2,bloaty_fuzz_target-IDX86
746,entropic,169,600,3,bloaty_fuzz_target-IDX86
747,libfuzzer,140,180,4,bloaty_fuzz_target-IDX86
748,afl,138,420,5,bloaty_fuzz_target-IDX86
749,aflplusplus,107,60,6,bloaty_fuzz_target-IDX86
750,entropic,250,60,1,libxml2-v2.9.2-IDX0
751,afl,250,120,2,libxml2-v2.9.2-IDX0
752,honggfuzz,250,120,2,libxml2-v2.9.2-IDX0
753,eclipser,250,120,2,libxml2-v2.9.2-IDX0
754,libfuzzer,250,240,3,libxml2-v2.9.2-IDX0
755,aflplusplus,250,540,4,libxml2-v2.9.2-IDX0
756,eclipser,120,60,1,proj4-2017-08-14-IDX24
757,afl,120,60,1,proj4-2017-08-14-IDX24
758,aflplusplus,120,60,1,proj4-2017-08-14-IDX24
759,libfuzzer,120,60,1,proj4-2017-08-14-IDX24
760,entropic,120,60,1,proj4-2017-08-14-IDX24
761,honggfuzz,120,120,2,proj4-2017-08-14-IDX24
762,libfuzzer,20,60,1,proj4-2017-08-14-IDX66
763,entropic,20,60,1,proj4-2017-08-14-IDX66
764,honggfuzz,20,480,2,proj4-2017-08-14-IDX66
765,aflplusplus,20,600,3,proj4-2017-08-14-IDX66
766,eclipser,17,240,4,proj4-2017-08-14-IDX66
767,afl,16,240,5,proj4-2017-08-14-IDX66
768,honggfuzz,292,120,1,libxml2-v2.9.2-IDX7
769,aflplusplus,292,360,2,libxml2-v2.9.2-IDX7
770,eclipser,292,540,3,libxml2-v2.9.2-IDX7
771,afl,292,660,4,libxml2-v2.9.2-IDX7
772,entropic,282,540,5,libxml2-v2.9.2-IDX7
773,libfuzzer,242,240,6,libxml2-v2.9.2-IDX7
774,honggfuzz,961,900,1,php_php-fuzz-parser-IDX70
775,entropic,930,900,2,php_php-fuzz-parser-IDX70
776,afl,929,900,3,php_php-fuzz-parser-IDX70
777,eclipser,844,720,4,php_php-fuzz-parser-IDX70
778,libfuzzer,834,840,5,php_php-fuzz-parser-IDX70
779,aflplusplus,813,900,6,php_php-fuzz-parser-IDX70
780,libfuzzer,15,60,1,libjpeg-turbo-07-2017-IDX51
781,afl,15,60,1,libjpeg-turbo-07-2017-IDX51
782,aflplusplus,15,60,1,libjpeg-turbo-07-2017-IDX51
783,eclipser,15,60,1,libjpeg-turbo-07-2017-IDX51
784,entropic,15,60,1,libjpeg-turbo-07-2017-IDX51
785,honggfuzz,15,60,1,libjpeg-turbo-07-2017-IDX51
786,afl,235,60,1,openthread-2019-12-23-IDX28
787,eclipser,235,60,1,openthread-2019-12-23-IDX28
788,aflplusplus,235,60,1,openthread-2019-12-23-IDX28
789,entropic,235,60,1,openthread-2019-12-23-IDX28
790,honggfuzz,235,60,1,openthread-2019-12-23-IDX28
791,libfuzzer,235,60,1,openthread-2019-12-23-IDX28
792,eclipser,122,240,1,harfbuzz-1.3.2-IDX79
793,libfuzzer,122,660,2,harfbuzz-1.3.2-IDX79
794,afl,122,780,3,harfbuzz-1.3.2-IDX79
795,aflplusplus,121,780,4,harfbuzz-1.3.2-IDX79
796,honggfuzz,118,480,5,harfbuzz-1.3.2-IDX79
797,entropic,118,720,6,harfbuzz-1.3.2-IDX79
798,honggfuzz,19,60,1,jsoncpp_jsoncpp_fuzzer-IDX20
799,aflplusplus,19,60,1,jsoncpp_jsoncpp_fuzzer-IDX20
800,eclipser,19,60,1,jsoncpp_jsoncpp_fuzzer-IDX20
801,entropic,19,60,1,jsoncpp_jsoncpp_fuzzer-IDX20
802,afl,19,60,1,jsoncpp_jsoncpp_fuzzer-IDX20
803,libfuzzer,19,60,1,jsoncpp_jsoncpp_fuzzer-IDX20
804,aflplusplus,51,120,1,libpng-1.2.56-IDX89
805,entropic,50,420,2,libpng-1.2.56-IDX89
806,honggfuzz,50,780,3,libpng-1.2.56-IDX89
807,eclipser,49,840,4,libpng-1.2.56-IDX89
808,afl,48,420,5,libpng-1.2.56-IDX89
809,libfuzzer,39,60,6,libpng-1.2.56-IDX89
810,aflplusplus,192,300,1,harfbuzz-1.3.2-IDX35
811,honggfuzz,156,300,2,harfbuzz-1.3.2-IDX35
812,afl,147,60,3,harfbuzz-1.3.2-IDX35
813,entropic,147,120,4,harfbuzz-1.3.2-IDX35
814,libfuzzer,147,720,5,harfbuzz-1.3.2-IDX35
815,eclipser,146,840,6,harfbuzz-1.3.2-IDX35
816,honggfuzz,522,120,1,libxml2-v2.9.2-IDX9
817,aflplusplus,522,180,2,libxml2-v2.9.2-IDX9
818,eclipser,522,420,3,libxml2-v2.9.2-IDX9
819,libfuzzer,522,840,4,libxml2-v2.9.2-IDX9
820,entropic,522,900,5,libxml2-v2.9.2-IDX9
821,afl,443,360,6,libxml2-v2.9.2-IDX9
822,aflplusplus,413,540,1,libxml2-v2.9.2-IDX95
823,honggfuzz,413,600,2,libxml2-v2.9.2-IDX95
824,afl,292,660,3,libxml2-v2.9.2-IDX95
825,libfuzzer,266,360,4,libxml2-v2.9.2-IDX95
826,eclipser,266,780,5,libxml2-v2.9.2-IDX95
827,entropic,261,120,6,libxml2-v2.9.2-IDX95
828,afl,1153,540,1,freetype2-2017-IDX16
829,honggfuzz,564,840,2,freetype2-2017-IDX16
830,eclipser,462,900,3,freetype2-2017-IDX16
831,entropic,382,780,4,freetype2-2017-IDX16
832,aflplusplus,59,480,5,freetype2-2017-IDX16
833,libfuzzer,4,60,6,freetype2-2017-IDX16
834,libfuzzer,194,840,1,proj4-2017-08-14-IDX55
835,honggfuzz,193,420,2,proj4-2017-08-14-IDX55
836,entropic,191,420,3,proj4-2017-08-14-IDX55
837,afl,186,60,4,proj4-2017-08-14-IDX55
838,eclipser,186,480,5,proj4-2017-08-14-IDX55
839,aflplusplus,179,60,6,proj4-2017-08-14-IDX55
840,afl,612,540,1,harfbuzz-1.3.2-IDX82
841,eclipser,607,660,2,harfbuzz-1.3.2-IDX82
842,aflplusplus,477,900,3,harfbuzz-1.3.2-IDX82
843,entropic,446,720,4,harfbuzz-1.3.2-IDX82
844,libfuzzer,444,900,5,harfbuzz-1.3.2-IDX82
845,honggfuzz,438,600,6,harfbuzz-1.3.2-IDX82
846,honggfuzz,822,540,1,libxml2-v2.9.2-IDX26
847,afl,815,900,2,libxml2-v2.9.2-IDX26
848,aflplusplus,812,300,3,libxml2-v2.9.2-IDX26
849,eclipser,810,480,4,libxml2-v2.9.2-IDX26
850,entropic,798,780,5,libxml2-v2.9.2-IDX26
851,libfuzzer,798,840,6,libxml2-v2.9.2-IDX26
852,libfuzzer,419,60,1,libxslt_xpath-IDX98
853,entropic,419,120,2,libxslt_xpath-IDX98
854,aflplusplus,419,180,3,libxslt_xpath-IDX98
855,eclipser,419,240,4,libxslt_xpath-IDX98
856,honggfuzz,419,360,5,libxslt_xpath-IDX98
857,afl,419,540,6,libxslt_xpath-IDX98
858,afl,421,840,1,harfbuzz-1.3.2-IDX89
859,eclipser,345,900,2,harfbuzz-1.3.2-IDX89
860,honggfuzz,343,900,3,harfbuzz-1.3.2-IDX89
861,aflplusplus,335,720,4,harfbuzz-1.3.2-IDX89
862,entropic,255,660,5,harfbuzz-1.3.2-IDX89
863,libfuzzer,187,360,6,harfbuzz-1.3.2-IDX89
864,entropic,25,120,1,libxslt_xpath-IDX65
865,honggfuzz,25,360,2,libxslt_xpath-IDX65
866,aflplusplus,25,720,3,libxslt_xpath-IDX65
867,libfuzzer,24,60,4,libxslt_xpath-IDX65
868,afl,24,60,4,libxslt_xpath-IDX65
869,eclipser,24,60,4,libxslt_xpath-IDX65
870,libfuzzer,1,60,1,vorbis-2017-12-11-IDX31
871,eclipser,1,60,1,vorbis-2017-12-11-IDX31
872,entropic,1,60,1,vorbis-2017-12-11-IDX31
873,honggfuzz,1,60,1,vorbis-2017-12-11-IDX31
874,aflplusplus,1,60,1,vorbis-2017-12-11-IDX31
875,afl,1,60,1,vorbis-2017-12-11-IDX31
876,eclipser,56,60,1,openthread-2019-12-23-IDX61
877,aflplusplus,56,60,1,openthread-2019-12-23-IDX61
878,entropic,56,60,1,openthread-2019-12-23-IDX61
879,libfuzzer,56,60,1,openthread-2019-12-23-IDX61
880,honggfuzz,56,60,1,openthread-2019-12-23-IDX61
881,afl,56,60,1,openthread-2019-12-23-IDX61
882,entropic,51,180,1,proj4-2017-08-14-IDX85
883,libfuzzer,51,240,2,proj4-2017-08-14-IDX85
884,honggfuzz,45,600,3,proj4-2017-08-14-IDX85
885,afl,43,240,4,proj4-2017-08-14-IDX85
886,eclipser,43,780,5,proj4-2017-08-14-IDX85
887,aflplusplus,43,900,6,proj4-2017-08-14-IDX85
888,aflplusplus,138,900,1,freetype2-2017-IDX51
889,eclipser,135,120,2,freetype2-2017-IDX51
890,afl,132,60,3,freetype2-2017-IDX51
891,honggfuzz,129,60,4,freetype2-2017-IDX51
892,libfuzzer,127,600,5,freetype2-2017-IDX51
893,entropic,126,60,6,freetype2-2017-IDX51
894,honggfuzz,118,660,1,sqlite3_ossfuzz-IDX42
895,entropic,116,840,2,sqlite3_ossfuzz-IDX42
896,eclipser,114,780,3,sqlite3_ossfuzz-IDX42
897,afl,109,180,4,sqlite3_ossfuzz-IDX42
898,aflplusplus,108,300,5,sqlite3_ossfuzz-IDX42
899,libfuzzer,107,660,6,sqlite3_ossfuzz-IDX42
900,honggfuzz,277,180,1,libxml2-v2.9.2-IDX12
901,aflplusplus,277,540,2,libxml2-v2.9.2-IDX12
902,afl,277,840,3,libxml2-v2.9.2-IDX12
903,entropic,276,600,4,libxml2-v2.9.2-IDX12
904,eclipser,275,540,5,libxml2-v2.9.2-IDX12
905,libfuzzer,241,480,6,libxml2-v2.9.2-IDX12
906,afl,305,720,1,openssl_x509-IDX87
907,libfuzzer,183,780,2,openssl_x509-IDX87
908,entropic,176,840,3,openssl_x509-IDX87
909,aflplusplus,176,900,4,openssl_x509-IDX87
910,honggfuzz,174,600,5,openssl_x509-IDX87
911,eclipser,140,420,6,openssl_x509-IDX87
912,eclipser,530,840,1,php_php-fuzz-parser-IDX62
913,afl,513,720,2,php_php-fuzz-parser-IDX62
914,aflplusplus,458,780,3,php_php-fuzz-parser-IDX62
